,T1,T2,T3,T4,T5,E,STD
W44,-0.30313676706274517,-0.43667423414863304,-0.1074539045519124,-0.41554031896038135,-0.5605985261842277,-0.3646807501815799,0.15238559275379274
W45,-0.5601492515202381,-0.2599108760978342,-0.19170801122736866,-0.5948038423011869,-0.05064429173297422,-0.3314432545759204,0.21220561215169473
W46,-1.6786037439831214,-1.4412529607443836,-1.387853195937312,-1.4522327762353051,-1.8494345350294468,-1.5618754423859138,0.17502615103620012
W47,-0.7925158503040675,-1.3089393646459246,-1.2156363654674494,-0.8253916491384455,-1.3693085393224995,-1.1023583537756774,0.24473780091504438
W48,0.39581051542961626,0.12924228770086355,0.2466391600296618,-0.17970069930010218,-0.13530941292858692,0.09133637018629048,0.22049477285275382
W49,-0.7708396188244984,-1.224981746084337,-0.7231953405973784,-0.9834917780716509,-0.9397162707992353,-0.92844495087542,0.17779657474773866
W50,-0.18754053963170964,-0.7362737708424926,0.3220139545920538,0.21280770296311974,-0.158203729510314,-0.10943927648586856,0.3718586475720712
W51,-1.1685211087602276,-0.6101097690410501,-1.0577476580264258,-1.1084423848378002,-1.209071210621109,-1.0307784262573225,0.21655600320842425
W52,-1.1759758633995148,-1.111761696059557,-1.2179162558323706,-1.2828459022363945,-0.8266480488369368,-1.1230295532729548,0.15831425978259808
W53,-1.3190820051253511,-1.4002206812386142,-1.4771322631070698,-1.644042729404842,-1.9978818660993805,-1.5676719089950515,0.24039442209102077
W54,-5.581418120127363,-6.739978885292446,-5.872286565503561,-6.414679424741122,-7.184828637709199,-6.358638326674738,0.5782319502459925
